true_Y_val,pred_Y_val
19.000000000000007,17.98158288251318
14.999999999999998,10.791902482463339
10.000000000000002,14.059713018707138
16.00000000000001,13.173028154279534
13.999999999999993,15.280051164437243
24.000000000000007,15.916446488984363
13.999999999999993,16.530424782937516
20.00000000000001,17.3456699293843
17.999999999999996,12.51376525344881
11.0,14.442626793803996
13.999999999999993,14.553541484515137
16.999999999999996,14.099248987716935
7.000000000000002,16.490379508646765
16.00000000000001,17.147265588759865
29.000000000000004,17.627689099179598
14.999999999999998,12.055135827494142
13.999999999999993,13.45448654589395
10.000000000000002,13.38772332868618
16.00000000000001,14.701825744254089
22.0,15.46821771631091
12.999999999999996,17.066655461535778
21.000000000000014,17.801289128392554
9.000000000000002,12.380021746461926
17.999999999999996,14.025749177425434
13.999999999999993,14.166895514020435
12.999999999999996,15.021369546636322
10.000000000000002,16.249190554606976
16.00000000000001,17.521249256735167
24.000000000000007,18.305146042776453
9.000000000000002,12.307041767745785
16.999999999999996,14.161781067282343
14.999999999999998,15.594418271710126
16.999999999999996,18.086504673308077
24.000000000000007,18.209660514663028
25.000000000000004,18.595374872707172
25.000000000000004,19.405719298778962
16.00000000000001,13.564308095798932
12.0,15.536104791738605
20.00000000000001,15.812547018933586
16.00000000000001,16.65062036587104
16.00000000000001,17.0903792397498
17.999999999999996,19.187922640203773
19.000000000000007,19.860058802345538
11.0,13.361070399199626
14.999999999999998,14.677084586782138
22.0,16.260758671232647
11.0,17.12997920559475
16.999999999999996,17.93767335624961
22.0,19.80235112983301
17.999999999999996,20.769355550229065
5.0,13.766960789715975
13.999999999999993,15.01719533046495
12.0,15.412498385187302
25.99999999999999,16.906488761772856
14.999999999999998,16.804123433920733
16.00000000000001,18.265747881719292
27.99999999999999,18.732552161742465
12.0,12.17277886764535
20.00000000000001,15.270868014003572
16.00000000000001,17.55735906166995
23.000000000000004,18.597259934296087
22.0,18.784386085192825
12.999999999999996,21.558653680987632
25.000000000000004,22.240182256083557
11.0,15.769613850566106
13.999999999999993,19.91488048954713
16.999999999999996,18.099045837862693
16.00000000000001,19.124799243421194
17.999999999999996,19.132741367021957
14.999999999999998,20.223934928093232
21.000000000000014,22.263809683729686
13.999999999999993,14.699765711218571
24.000000000000007,18.19626193046857
22.0,18.54272909158299
23.000000000000004,19.247389898376657
16.999999999999996,19.895646340359743
20.00000000000001,22.500785020020842
25.000000000000004,24.406058512172002
13.999999999999993,16.60309500610972
12.999999999999996,20.140478094691094
23.000000000000004,18.804803754606596
17.999999999999996,19.846443304199173
19.000000000000007,19.784482978999566
20.00000000000001,20.184529783673803
16.999999999999996,23.62917785836297
21.000000000000014,16.21630692499492
12.999999999999996,18.58896862364188
12.0,18.210785499731585
22.0,19.30825267401876
12.999999999999996,23.233029693308755
40.00000000000002,50.52645296814824
25.99999999999999,33.15504414106317
33.00000000000001,36.249941763995636
40.999999999999986,39.393878725000974
38.99999999999998,41.39862947292082
43.000000000000014,40.913488267686795
45.99999999999995,47.35141801311775
58.000000000000014,48.882577230566255
31.0,32.703102185272094
35.99999999999998,37.23684976702339
41.99999999999996,40.098226528441835
38.99999999999998,41.15618782876576
33.99999999999998,45.82986343166832
29.000000000000004,47.19998786612142
47.00000000000003,48.13228996786035
21.000000000000014,33.46642559523935
36.99999999999999,37.53704014802696
40.999999999999986,38.20289907048654
51.000000000000036,42.349261473721356
47.99999999999999,44.5253846119727
41.99999999999996,47.1465385235688
49.00000000000004,48.97752332606265
25.000000000000004,34.0554441670289
44.000000000000014,38.572312307374126
37.99999999999999,39.616496980523294
30.0,42.56126481631032
31.999999999999986,45.403271188863414
47.99999999999999,47.028407067451425
47.00000000000003,49.344224793036965
27.99999999999999,33.628630945174464
36.99999999999999,37.54307188762233
33.99999999999998,42.53479587559165
47.00000000000003,47.272543356067345
45.0,51.005775736873474
41.99999999999996,52.51188829569413
37.99999999999999,53.48311892968709
37.99999999999999,35.39806625376146
33.00000000000001,41.378542111758854
36.99999999999999,43.92602618677346
38.99999999999998,48.250894661466134
37.99999999999999,51.308368477260174
52.00000000000001,52.40266382409242
47.00000000000003,52.761568973625906
45.0,36.69648234503937
45.99999999999995,41.49199105511022
37.99999999999999,43.50827472818176
45.99999999999995,46.50239733589676
58.99999999999993,50.808442677212746
47.00000000000003,50.605509050534316
55.00000000000002,54.24507176498896
31.999999999999986,35.46618723846353
25.99999999999999,41.849047359909896
45.0,42.57215588277142
50.0,44.48659617302431
49.00000000000004,47.358835783481084
45.99999999999995,50.4426855669265
40.999999999999986,53.72776394333195
44.000000000000014,35.528625320668944
36.99999999999999,41.166342030922536
47.99999999999999,48.64833741953491
54.000000000000014,55.33628287056094
47.00000000000003,58.682024923758085
70.00000000000007,64.10428110403588
56.999999999999986,68.69920702346839
35.99999999999998,43.178204368536555
56.999999999999986,48.63470918542207
51.000000000000036,52.03015989187212
